city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,gender_female,gender_male,gender_missing,gender_other,major_arts,major_business,major_humanities,major_missing,major_noMajor,major_other,major_STEM,experience_type
64,0.6659999999999999,0,3,3,3,9,3,44,0,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,1,3,2,20,3,5,69,0,0,1,0,0,0,0,1,0,0,0,0,2.0
114,0.926,1,3,2,21,5,1,22,0,0,1,0,0,0,0,0,0,0,0,1,1.0
57,0.866,1,3,3,18,5,1,36,0,0,1,0,0,0,0,0,0,0,0,1,2.0
21,0.624,1,3,3,6,7,0,22,1,1,0,0,0,0,0,0,0,0,0,1,5.0
102,0.804,0,3,3,21,9,1,89,1,0,1,0,0,0,0,0,0,0,0,1,1.0
114,0.926,1,3,2,21,1,0,57,0,0,0,1,0,0,0,0,0,0,0,1,1.0
104,0.924,0,3,1,16,5,1,332,1,0,1,0,0,0,0,0,0,0,0,1,2.0
114,0.926,1,3,3,3,6,1,88,0,0,1,0,0,0,0,0,0,0,0,1,6.0
142,0.727,0,1,5,7,9,1,22,1,0,1,0,0,0,0,0,1,0,0,0,4.0
45,0.89,0,3,3,5,3,0,29,0,0,0,1,0,0,0,0,0,0,0,1,5.0
160,0.92,1,1,3,5,5,2,23,0,1,0,0,0,0,0,0,0,0,0,1,5.0
21,0.624,1,3,3,2,5,2,51,1,0,1,0,0,0,0,0,0,0,0,1,6.0
10,0.895,1,2,4,6,3,4,22,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,1,3,3,21,5,4,35,0,0,1,0,0,0,0,0,0,0,0,1,1.0
67,0.855,1,3,3,3,7,2,15,0,0,1,0,0,0,0,0,0,0,0,1,6.0
114,0.926,0,3,3,3,1,1,27,0,0,1,0,0,0,0,0,0,0,0,1,6.0
103,0.92,1,3,2,11,6,0,314,0,0,1,0,0,0,0,0,0,0,0,1,3.0
16,0.91,1,3,3,21,6,4,54,0,0,0,1,0,1,0,0,0,0,0,0,1.0
21,0.624,1,3,3,2,1,1,14,1,0,0,1,0,0,0,0,0,0,0,1,6.0
114,0.926,1,3,2,19,6,1,25,0,0,1,0,0,0,0,0,0,0,0,1,2.0
97,0.925,1,3,1,21,5,2,28,0,1,0,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,3,3,7,1,57,0,0,1,0,0,0,0,0,0,0,0,1,6.0
64,0.6659999999999999,1,3,3,19,8,1,334,0,0,1,0,0,0,0,1,0,0,0,0,2.0
103,0.92,1,3,3,21,1,5,56,0,0,1,0,0,0,0,0,0,0,0,1,1.0
75,0.939,0,3,3,15,8,5,114,0,0,1,0,0,0,0,0,0,0,0,1,3.0
74,0.579,1,2,3,3,8,1,20,1,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,1,3,2,21,9,5,32,0,0,0,1,0,0,0,0,0,0,0,1,1.0
114,0.926,0,3,3,21,5,2,7,0,0,1,0,0,0,0,0,0,0,0,1,1.0
65,0.802,1,1,3,3,9,1,25,0,0,1,0,0,0,0,0,0,0,1,0,6.0
103,0.92,0,3,3,21,9,5,86,1,0,1,0,0,0,0,0,0,0,0,1,1.0
73,0.754,1,3,3,7,6,4,99,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,1,1,3,8,1,2,20,1,0,1,0,0,0,0,0,0,0,0,1,4.0
16,0.91,0,3,4,8,1,5,188,1,0,1,0,0,0,0,0,1,0,0,0,4.0
16,0.91,1,3,3,21,4,2,110,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,2,8,6,3,57,1,0,0,1,0,0,0,0,0,0,0,1,4.0
46,0.762,1,3,3,3,8,1,38,1,0,1,0,0,0,0,0,0,0,0,1,6.0
20,0.7959999999999999,1,2,3,6,6,1,18,0,0,0,1,0,0,0,0,0,0,0,1,5.0
160,0.92,1,1,3,4,2,1,28,0,0,1,0,0,0,0,0,0,0,0,1,5.0
136,0.897,0,3,2,11,3,2,8,0,0,1,0,0,0,0,0,0,0,0,1,3.0
21,0.624,1,1,3,0,7,1,100,1,0,0,1,0,0,0,0,0,0,0,1,7.0
103,0.92,1,3,3,15,1,1,8,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,8,7,2,26,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,21,4,2,55,0,0,1,0,0,0,0,0,0,0,0,1,1.0
114,0.926,1,1,4,5,6,2,163,0,0,1,0,0,0,0,0,1,0,0,0,5.0
16,0.91,1,3,3,14,1,4,51,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,2,3,15,5,1,106,0,0,0,1,0,0,0,0,0,0,0,1,3.0
36,0.893,0,3,3,2,9,1,45,1,0,1,0,0,0,0,0,0,0,0,1,6.0
138,0.836,0,1,2,4,9,1,15,1,0,0,1,0,0,0,0,0,0,0,1,5.0
114,0.926,0,1,3,9,9,1,28,0,0,1,0,0,0,0,0,0,0,0,1,4.0
67,0.855,0,2,3,17,9,2,19,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,0,1,2,5,9,1,86,1,1,0,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,13,5,5,140,0,0,1,0,0,0,0,0,0,0,0,1,3.0
71,0.884,1,3,3,4,6,2,26,1,0,1,0,0,0,0,0,0,0,0,1,5.0
61,0.913,1,3,3,8,2,1,141,0,0,1,0,0,0,0,0,0,0,0,1,4.0
79,0.698,0,2,3,4,9,1,46,1,0,0,1,0,0,0,0,0,0,0,1,5.0
21,0.624,0,3,3,5,1,1,17,0,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,1,1,2,2,6,1,48,1,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,1,3,3,7,8,1,324,0,0,1,0,0,0,0,0,0,0,0,1,4.0
173,0.878,0,3,3,6,9,1,60,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,0,3,3,5,9,1,89,1,0,1,0,0,0,0,0,0,0,0,1,5.0
16,0.91,1,3,3,21,5,2,134,0,0,1,0,0,0,0,0,0,0,0,1,1.0
53,0.74,1,3,3,14,5,4,84,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,2,7,1,1,9,1,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,21,1,2,36,0,0,1,0,0,1,0,0,0,0,0,0,1.0
103,0.92,0,3,3,7,1,2,31,0,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,0,1,3,1,9,0,26,0,0,0,1,0,0,0,0,0,0,0,1,6.0
19,0.682,1,3,3,6,1,2,10,0,0,1,0,0,0,0,0,0,0,0,1,5.0
159,0.843,1,3,3,14,8,4,210,0,0,1,0,0,0,0,0,0,0,0,1,3.0
73,0.754,1,2,3,7,7,2,136,1,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,0,2,2,21,1,5,9,0,1,0,0,0,0,0,1,0,0,0,0,1.0
103,0.92,1,3,2,21,9,2,20,1,0,1,0,0,0,0,0,0,0,0,1,1.0
11,0.55,1,3,3,5,6,1,86,0,0,1,0,0,0,0,0,0,0,0,1,5.0
78,0.579,0,1,3,1,9,0,118,0,0,0,1,0,0,0,1,0,0,0,0,6.0
78,0.579,1,3,3,11,9,4,52,0,0,1,0,0,0,1,0,0,0,0,0,3.0
103,0.92,0,3,3,21,9,5,66,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,5,5,1,5,0,0,1,0,0,0,0,0,0,0,0,1,5.0
136,0.897,1,3,3,2,9,1,56,0,0,0,1,0,0,0,0,0,0,0,1,6.0
103,0.92,1,3,2,4,1,1,57,0,0,1,0,0,0,0,0,0,0,0,1,5.0
114,0.926,0,3,4,1,9,0,85,0,0,1,0,0,0,0,0,1,0,0,0,6.0
100,0.887,0,1,3,3,8,1,10,1,0,1,0,0,0,0,0,0,0,0,1,6.0
16,0.91,1,3,3,21,6,5,86,0,0,1,0,0,0,0,0,0,0,0,1,1.0
1,0.847,1,1,2,6,7,1,3,0,0,1,0,0,0,0,0,0,0,0,1,5.0
83,0.923,1,3,2,18,1,1,44,0,0,1,0,0,0,0,0,0,0,1,0,2.0
138,0.836,0,3,5,1,9,0,34,0,0,1,0,0,0,0,0,1,0,0,0,6.0
103,0.92,1,3,3,15,5,1,84,0,0,0,1,0,1,0,0,0,0,0,0,3.0
160,0.92,1,3,3,2,7,2,91,0,0,1,0,0,0,0,0,0,0,0,1,6.0
83,0.923,1,1,4,9,9,1,56,0,0,1,0,0,0,0,0,1,0,0,0,4.0
21,0.624,1,3,3,9,3,1,15,0,1,0,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,14,5,1,44,1,0,0,1,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,21,6,5,9,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,0,1,4,1,9,0,104,1,0,0,1,0,0,0,0,1,0,0,0,6.0
84,0.698,0,1,3,1,9,1,81,1,0,1,0,0,0,0,0,0,0,0,1,6.0
97,0.925,1,1,3,5,7,1,118,1,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,0,1,2,3,9,0,94,1,1,0,0,0,0,0,0,0,0,0,1,6.0
16,0.91,1,3,3,6,1,1,14,0,0,1,0,0,0,0,0,0,0,0,1,5.0
67,0.855,1,2,3,4,8,1,141,0,0,1,0,0,0,0,0,0,0,0,1,5.0
114,0.926,1,3,2,14,6,4,334,0,0,1,0,0,0,0,0,0,0,0,1,3.0
160,0.92,1,1,3,7,3,1,148,1,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,1,3,3,10,9,5,81,1,0,1,0,0,0,1,0,0,0,0,0,4.0
16,0.91,1,3,4,21,1,4,14,0,0,1,0,0,0,0,0,1,0,0,0,1.0
105,0.794,1,1,3,6,7,0,62,0,0,1,0,0,0,0,0,0,0,0,1,5.0
11,0.55,0,1,3,4,9,0,25,0,1,0,0,0,0,0,0,0,0,0,1,5.0
160,0.92,1,3,3,6,3,1,26,0,0,1,0,0,0,0,0,0,0,0,1,5.0
67,0.855,0,3,4,3,9,0,12,1,0,1,0,0,0,0,0,1,0,0,0,6.0
160,0.92,1,3,3,21,9,5,84,1,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,0,3,4,2,9,0,20,1,0,1,0,0,0,0,0,1,0,0,0,6.0
54,0.856,1,1,3,15,8,3,332,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,2,21,4,2,97,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,0,1,3,11,9,4,130,1,0,1,0,0,0,0,0,0,0,0,1,3.0
21,0.624,1,3,3,11,1,2,124,0,0,1,0,0,0,0,0,0,0,0,1,3.0
102,0.804,1,3,3,16,8,5,258,0,0,0,1,0,0,0,0,0,0,0,1,2.0
102,0.804,1,3,2,12,6,0,26,1,0,1,0,0,0,0,0,0,0,0,1,3.0
149,0.6890000000000001,0,3,3,2,9,0,21,0,0,0,1,0,0,0,0,1,0,0,0,6.0
150,0.698,1,3,3,11,9,1,190,0,0,1,0,0,0,0,0,1,0,0,0,3.0
21,0.624,1,3,2,8,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,4.0
114,0.926,1,3,2,15,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,3.0
99,0.915,0,1,4,4,9,1,192,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,0,3,2,7,9,2,53,0,0,1,0,0,0,0,0,0,0,0,1,4.0
116,0.743,1,1,2,2,6,1,4,0,0,0,1,0,0,0,0,0,0,0,1,6.0
40,0.7759999999999999,1,3,2,8,4,0,101,0,0,0,1,0,0,0,0,0,0,0,1,4.0
116,0.743,0,3,2,2,9,1,198,1,0,0,1,0,0,0,1,0,0,0,0,6.0
103,0.92,1,3,3,14,6,5,66,1,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,6,4,2,224,1,0,0,1,0,0,0,0,0,0,0,1,5.0
77,0.83,1,3,2,10,7,1,45,0,0,1,0,0,0,0,0,0,0,0,1,4.0
71,0.884,0,3,2,1,9,1,206,0,0,1,0,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,3,5,6,1,264,0,0,0,1,0,0,0,0,0,0,0,1,5.0
41,0.8270000000000001,1,3,3,6,6,2,23,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,1,3,3,21,9,5,48,1,0,1,0,0,0,0,0,0,0,1,0,1.0
103,0.92,1,3,3,9,7,2,66,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,3,6,1,52,0,0,0,1,0,0,0,0,0,0,0,1,6.0
67,0.855,1,3,3,10,1,2,35,0,0,0,1,0,0,0,0,0,0,0,1,4.0
36,0.893,0,1,5,3,9,1,22,0,0,0,1,0,0,0,0,1,0,0,0,6.0
21,0.624,1,3,3,21,9,1,22,1,0,1,0,0,0,0,0,0,0,0,1,1.0
131,0.68,1,3,2,12,3,1,21,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,0,3,3,8,6,1,89,0,0,1,0,0,0,0,0,0,0,0,1,4.0
21,0.624,0,2,3,7,2,2,109,0,0,0,1,0,0,0,0,0,0,0,1,4.0
21,0.624,1,1,3,9,1,5,91,1,0,1,0,0,0,0,0,0,0,0,1,4.0
160,0.92,0,1,3,3,4,2,61,0,1,0,0,0,0,0,0,0,0,0,1,6.0
16,0.91,1,1,3,21,5,5,146,0,0,1,0,0,0,0,0,0,0,0,1,1.0
100,0.887,1,3,3,16,7,2,202,0,0,1,0,0,0,0,0,0,0,0,1,2.0
160,0.92,0,3,3,16,8,5,39,0,0,1,0,0,0,0,0,0,0,0,1,2.0
46,0.762,0,2,4,3,9,0,72,0,0,1,0,0,0,0,0,1,0,0,0,6.0
16,0.91,1,3,2,5,8,1,60,0,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,1,1,3,11,3,1,134,0,0,1,0,0,0,0,0,0,0,0,1,3.0
100,0.887,1,2,2,9,8,1,24,0,0,1,0,0,0,0,1,0,0,0,0,4.0
39,0.898,1,3,3,18,4,1,220,0,0,1,0,0,0,0,0,0,0,0,1,2.0
36,0.893,1,1,3,0,4,1,50,0,0,0,1,0,0,0,0,0,0,0,1,7.0
16,0.91,1,1,3,6,8,5,14,0,0,1,0,0,0,0,0,0,0,0,1,5.0
16,0.91,1,3,4,17,1,1,12,0,0,1,0,0,0,0,0,1,0,0,0,2.0
16,0.91,0,3,4,5,9,0,66,0,0,1,0,0,0,0,0,1,0,0,0,5.0
75,0.939,1,3,3,21,9,2,41,0,0,1,0,0,0,0,0,0,0,1,0,1.0
21,0.624,1,3,3,9,1,0,80,1,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,21,5,5,90,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,21,9,1,142,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,0,3,3,0,1,1,151,1,0,1,0,0,0,0,0,0,0,0,1,7.0
16,0.91,1,3,3,8,6,1,82,0,0,1,0,0,0,0,0,0,0,0,1,4.0
73,0.754,1,3,3,21,3,5,28,0,0,1,0,0,0,0,0,0,0,0,1,1.0
46,0.762,1,3,2,18,3,4,51,0,0,0,1,0,0,0,0,0,0,0,1,2.0
104,0.924,1,3,3,19,9,1,59,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,3,8,8,2,155,0,0,1,0,0,0,0,0,0,0,0,1,4.0
105,0.794,0,3,4,3,9,0,14,0,0,1,0,0,0,0,0,1,0,0,0,6.0
103,0.92,1,3,3,5,5,2,26,0,0,1,0,0,0,0,0,0,0,0,1,5.0
160,0.92,0,3,3,21,9,5,23,1,0,1,0,0,0,0,0,0,0,0,1,1.0
64,0.6659999999999999,1,3,3,9,7,1,107,0,0,0,1,0,0,0,0,0,0,0,1,4.0
160,0.92,1,3,2,2,9,1,40,0,1,0,0,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,2,7,5,5,111,1,0,0,1,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,2,21,5,5,59,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,2,14,5,2,17,0,0,1,0,0,0,0,0,0,0,0,1,3.0
114,0.926,0,1,3,6,1,1,16,0,0,0,1,0,0,0,0,0,0,0,1,5.0
83,0.923,1,3,3,16,8,3,89,0,0,0,0,1,0,0,0,0,0,0,1,2.0
98,0.949,1,3,2,21,9,5,48,1,0,1,0,0,0,0,0,0,0,0,1,1.0
136,0.897,1,3,2,21,8,5,75,0,0,1,0,0,0,0,0,0,0,0,1,1.0
67,0.855,1,2,3,2,2,2,42,0,0,1,0,0,0,1,0,0,0,0,0,6.0
179,0.512,1,3,2,15,5,5,75,0,1,0,0,0,0,0,0,0,0,0,1,3.0
114,0.926,1,3,2,21,1,5,42,1,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,2,21,6,2,28,0,0,1,0,0,0,0,0,0,0,0,1,1.0
16,0.91,1,3,3,11,8,1,32,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,0,1,3,2,9,1,224,1,0,0,1,0,0,0,0,0,0,0,1,6.0
67,0.855,1,3,3,0,5,1,78,0,0,1,0,0,0,0,1,0,0,0,0,7.0
21,0.624,1,3,3,5,5,2,86,0,0,0,1,0,0,0,0,0,0,0,1,5.0
128,0.527,0,3,3,2,9,1,111,0,0,1,0,0,0,0,0,0,0,0,1,6.0
128,0.527,0,2,3,1,9,0,86,0,1,0,0,0,0,0,0,0,0,0,1,6.0
114,0.926,0,3,4,6,9,1,18,0,0,1,0,0,0,0,0,1,0,0,0,5.0
10,0.895,1,3,5,21,9,3,300,0,0,1,0,0,0,0,0,1,0,0,0,1.0
61,0.913,1,3,3,4,3,2,6,0,0,1,0,0,0,0,0,0,0,1,0,5.0
91,0.691,1,3,3,3,9,5,18,0,0,1,0,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,3,9,3,1,38,1,0,1,0,0,0,0,0,0,0,0,1,4.0
114,0.926,1,3,4,5,3,0,56,0,0,1,0,0,0,0,0,1,0,0,0,5.0
114,0.926,0,3,2,11,9,0,18,1,0,0,1,0,0,0,0,0,0,0,1,3.0
173,0.878,1,3,2,11,5,3,112,0,0,1,0,0,0,0,0,0,0,0,1,3.0
16,0.91,1,1,3,10,1,2,17,0,0,0,1,0,0,0,0,0,0,0,1,4.0
65,0.802,1,3,3,10,5,2,27,0,0,1,0,0,0,0,0,0,0,1,0,4.0
103,0.92,1,3,3,21,5,5,39,0,0,1,0,0,0,0,0,0,0,0,1,1.0
98,0.949,1,3,2,9,8,3,24,0,0,1,0,0,0,0,0,0,0,0,1,4.0
138,0.836,1,2,3,19,5,1,4,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,1,3,3,18,9,1,10,0,0,1,0,0,0,0,0,0,1,0,0,2.0
114,0.926,1,3,2,21,7,3,136,0,0,1,0,0,0,0,0,0,0,0,1,1.0
116,0.743,1,3,2,9,3,2,73,0,0,1,0,0,0,0,0,0,0,0,1,4.0
16,0.91,0,1,4,5,9,1,34,1,0,1,0,0,0,0,0,1,0,0,0,5.0
50,0.8959999999999999,1,3,3,5,6,2,42,0,0,1,0,0,0,0,0,0,0,0,1,5.0
173,0.878,0,3,3,11,3,5,73,0,0,0,1,0,0,0,0,1,0,0,0,3.0
160,0.92,1,1,3,9,9,2,11,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,6,9,0,25,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,1,3,3,15,5,5,102,0,0,1,0,0,1,0,0,0,0,0,0,3.0
21,0.624,0,1,3,3,9,0,53,1,0,1,0,0,0,0,0,0,0,0,1,6.0
100,0.887,0,2,3,5,8,3,20,0,0,0,1,0,0,0,0,0,0,0,1,5.0
160,0.92,0,2,3,15,9,2,20,0,0,0,1,0,0,0,0,0,0,0,1,3.0
103,0.92,0,1,3,6,9,1,47,0,0,1,0,0,0,0,0,0,0,0,1,5.0
102,0.804,1,1,3,6,6,1,102,1,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,0,3,4,5,9,0,178,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,1,3,2,12,9,1,1,1,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,1,3,3,21,9,5,6,1,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,3,10,1,5,166,1,0,1,0,0,0,0,0,0,0,0,1,4.0
67,0.855,1,1,2,8,5,5,204,0,0,1,0,0,0,0,0,0,0,0,1,4.0
64,0.6659999999999999,1,1,2,21,8,0,98,0,0,1,0,0,0,0,0,0,0,0,1,1.0
158,0.7659999999999999,0,2,3,4,7,1,9,0,0,0,1,0,0,0,0,0,0,0,1,5.0
101,0.5579999999999999,0,1,3,3,7,1,67,1,0,1,0,0,0,0,0,0,0,0,1,6.0
103,0.92,1,2,3,8,1,1,43,0,1,0,0,0,0,0,0,0,0,0,1,4.0
24,0.698,1,3,2,12,4,1,11,0,0,1,0,0,0,0,0,0,0,0,1,3.0
103,0.92,0,3,5,7,9,0,28,0,0,1,0,0,0,0,0,1,0,0,0,4.0
103,0.92,0,3,3,6,1,1,39,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,0,3,5,9,9,0,42,0,0,1,0,0,0,0,0,1,0,0,0,4.0
103,0.92,1,3,3,5,1,2,17,0,0,1,0,0,0,0,0,0,0,0,1,5.0
90,0.698,0,1,3,1,9,0,12,1,0,1,0,0,0,0,0,0,0,0,1,6.0
50,0.8959999999999999,0,1,4,2,9,0,54,0,0,1,0,0,0,0,0,1,0,0,0,6.0
104,0.924,0,1,4,3,6,1,17,0,0,1,0,0,0,0,0,1,0,0,0,6.0
136,0.897,0,1,3,3,9,0,26,0,0,1,0,0,0,0,0,0,0,0,1,6.0
21,0.624,1,3,3,1,4,1,10,1,0,0,1,0,0,0,0,0,0,0,1,6.0
12,0.64,1,3,3,14,3,1,148,0,0,1,0,0,0,0,0,0,0,0,1,3.0
100,0.887,1,3,4,9,6,0,5,0,0,0,1,0,0,0,0,1,0,0,0,4.0
71,0.884,0,2,3,15,9,1,13,1,0,0,1,0,0,0,0,0,0,0,1,3.0
160,0.92,0,1,3,4,7,1,151,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,0,1,3,0,9,0,15,1,0,1,0,0,0,0,0,0,0,0,1,7.0
1,0.847,1,3,3,15,1,3,35,0,0,1,0,0,0,0,0,0,0,0,1,3.0
16,0.91,1,3,3,21,5,5,130,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,0,1,4,5,9,0,46,1,0,1,0,0,0,0,0,1,0,0,0,5.0
54,0.856,0,3,2,9,5,1,119,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,9,6,2,43,0,0,1,0,0,0,0,0,0,0,0,1,4.0
19,0.682,1,3,3,7,6,1,39,0,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,1,3,3,13,7,4,21,0,0,1,0,0,0,0,0,0,0,0,1,3.0
94,0.698,1,2,3,5,8,2,238,0,0,1,0,0,0,0,0,0,0,0,1,5.0
21,0.624,1,3,3,4,8,1,21,0,0,1,0,0,0,0,0,0,0,0,1,5.0
114,0.926,0,3,4,1,8,0,53,0,0,1,0,0,0,0,0,1,0,0,0,6.0
128,0.527,1,3,3,10,6,2,38,1,0,1,0,0,0,0,0,0,0,0,1,4.0
103,0.92,0,3,3,18,1,5,32,0,0,0,1,0,0,0,0,0,0,0,1,2.0
160,0.92,0,1,3,4,9,0,38,1,0,0,1,0,0,0,0,0,0,0,1,5.0
136,0.897,0,2,2,4,3,1,17,0,0,1,0,0,0,0,0,0,0,0,1,5.0
103,0.92,1,3,3,21,1,5,20,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,17,8,5,81,0,0,1,0,0,0,1,0,0,0,0,0,2.0
21,0.624,1,1,2,7,1,1,82,1,0,1,0,0,0,0,0,0,0,0,1,4.0
160,0.92,0,1,3,3,9,0,54,1,0,1,0,0,0,0,0,0,0,0,1,6.0
16,0.91,1,3,2,16,7,2,170,0,0,1,0,0,0,0,0,0,0,0,1,2.0
103,0.92,0,3,5,3,9,0,7,0,0,0,1,0,0,0,0,1,0,0,0,6.0
71,0.884,0,1,4,8,9,1,113,0,0,1,0,0,0,0,0,1,0,0,0,4.0
67,0.855,1,3,2,4,7,1,39,0,0,0,1,0,0,0,0,0,0,0,1,5.0
71,0.884,1,3,2,13,3,5,36,0,0,1,0,0,0,0,0,0,0,0,1,3.0
159,0.843,1,3,3,21,8,5,25,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,3,2,6,2,14,1,0,1,0,0,0,0,0,0,0,0,1,6.0
73,0.754,1,3,3,8,5,4,40,0,0,1,0,0,0,0,0,0,0,0,1,4.0
105,0.794,1,3,3,21,9,4,15,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,3,21,1,5,57,0,0,1,0,0,0,0,0,0,0,0,1,1.0
103,0.92,1,3,2,5,6,1,129,0,0,1,0,0,0,0,1,0,0,0,0,5.0
173,0.878,1,3,1,21,5,5,98,0,0,1,0,0,0,0,0,0,0,0,1,1.0
21,0.624,1,3,3,10,3,2,11,1,0,1,0,0,0,0,0,0,0,0,1,4.0
74,0.579,0,1,4,2,9,0,158,0,0,1,0,0,0,0,0,1,0,0,0,6.0
67,0.855,0,3,2,21,7,5,78,0,0,1,0,0,0,0,0,0,0,0,1,1.0
104,0.924,0,2,3,19,1,4,81,0,1,0,0,0,0,0,0,0,0,0,1,2.0
21,0.624,1,3,3,6,5,1,11,1,0,1,0,0,0,0,0,0,0,0,1,5.0
10,0.895,1,3,3,21,9,5,146,0,0,1,0,0,0,0,0,1,0,0,0,1.0
21,0.624,1,3,3,10,1,4,45,1,0,1,0,0,0,0,0,0,0,1,0,4.0
103,0.92,1,3,3,6,6,1,6,0,0,0,1,0,0,0,0,0,0,0,1,5.0
21,0.624,1,1,3,0,8,1,5,1,0,1,0,0,0,0,0,0,0,0,1,7.0
149,0.6890000000000001,0,1,4,3,9,1,26,1,0,0,1,0,0,0,0,1,0,0,0,6.0
103,0.92,0,1,4,10,9,1,32,1,0,1,0,0,0,0,0,1,0,0,0,4.0
103,0.92,0,3,2,15,9,1,46,1,0,1,0,0,0,0,0,0,0,0,1,3.0
100,0.887,1,3,3,9,8,0,43,1,0,1,0,0,0,0,0,0,0,0,1,4.0
28,0.939,1,3,4,21,7,0,69,0,0,1,0,0,0,0,0,1,0,0,0,1.0
102,0.804,1,3,4,12,9,1,20,0,0,1,0,0,0,0,0,1,0,0,0,3.0
162,0.767,1,2,3,7,7,1,99,0,0,1,0,0,0,0,0,0,0,0,1,4.0
100,0.887,1,3,3,21,4,5,4,0,0,1,0,0,0,0,0,0,0,0,1,1.0
104,0.924,0,1,3,6,9,2,21,0,0,1,0,0,0,0,0,1,0,0,0,5.0
103,0.92,1,3,2,21,8,5,15,1,1,0,0,0,0,0,0,0,0,0,1,1.0
114,0.926,0,1,4,9,9,1,48,0,0,0,1,0,0,0,0,1,0,0,0,4.0
114,0.926,1,3,2,21,7,5,74,1,0,1,0,0,0,0,0,0,0,0,1,1.0
100,0.887,1,1,4,10,9,1,78,0,0,1,0,0,0,0,0,1,0,0,0,4.0
21,0.624,1,1,3,5,5,2,44,0,0,1,0,0,0,0,0,0,0,0,1,5.0
23,0.899,1,3,3,21,6,1,114,0,0,1,0,0,0,0,0,0,0,0,1,1.0
